date,time,knots,windDir,gustKnots,airTemp,pressure,waterTemp
10/16/2012,14:00,12.63,220,15.55,83.1,1010.6,84.9
10/16/2012,15:00,12.63,213,14.38,83.5,1010.3,84.9
10/16/2012,16:00,9.91,208,11.66,82.8,1009.7,84.9
10/16/2012,17:00,8.36,220,9.91,83.3,1009.3,85.3
10/16/2012,18:00,8.94,228,10.89,84.2,1008.9,85.6
10/16/2012,19:00,8.36,205,10.5,83.7,1008.4,85.8
10/16/2012,20:00,4.47,230,5.83,82.8,1008.7,85.6
10/16/2012,21:00,6.41,209,7.58,83.3,1008.5,85.6
10/16/2012,22:00,10.69,193,12.05,82.9,1008.8,85.6
10/16/2012,23:00,7.78,204,8.75,83.7,1009.3,85.6
10/17/2012,0:00,6.03,189,7.58,84,1009.9,85.6
10/17/2012,1:00,7.58,187,8.55,83.7,1010.6,85.6
10/17/2012,2:00,7.19,183,9.33,83.3,1011.1,85.6
10/17/2012,3:00,8.94,184,10.89,83.3,1011,85.6
10/17/2012,4:00,8.36,189,9.52,82.9,1011.2,85.5
10/17/2012,5:00,8.94,190,9.91,82.9,1010.6,85.5
10/17/2012,6:00,8.55,192,9.72,82.9,1010.3,85.5
10/17/2012,7:00,7.58,186,8.94,83.3,1010,85.3
10/17/2012,8:00,6.22,177,8.55,82.8,1010.1,85.3
10/17/2012,9:00,7.58,187,8.94,82.9,1010.1,85.3
10/17/2012,10:00,6.8,200,7.78,83.3,1010.7,85.1
10/17/2012,11:00,7.58,191,8.55,94.6,1011.4,90.3
10/17/2012,12:00,4.08,171,6.03,84.4,1012,85.1
10/17/2012,13:00,5.83,195,6.41,83.8,1012.8,85.1
10/17/2012,14:00,7,186,7.58,84,1013.5,85.3
10/17/2012,15:00,6.8,193,7.97,84.2,1013.2,85.6
10/17/2012,16:00,4.86,195,5.64,84.2,1012.6,85.8
10/17/2012,17:00,6.03,191,7,84.2,1011.5,86
10/17/2012,18:00,5.05,177,7,84.7,1010.7,86.2
10/17/2012,19:00,6.22,184,7.58,84.7,1010.8,86.4
10/17/2012,20:00,5.83,172,8.16,85.3,1010.9,86.5
10/17/2012,21:00,4.67,171,6.61,84.9,1011.1,86.4
10/17/2012,22:00,5.44,165,7.39,84.2,1011.5,86.4
10/17/2012,23:00,3.5,165,5.25,84,1012,86.4
10/18/2012,0:00,1.56,171,2.33,84,1012.7,86.4
10/18/2012,1:00,1.36,298,2.92,82.4,1012.9,86.2
10/18/2012,2:00,2.14,31,3.89,81.9,1013.4,86.2
10/18/2012,3:00,4.47,82,5.64,82.6,1013.4,86.2
10/18/2012,4:00,1.56,86,2.72,82.8,1012.6,86.2
10/18/2012,5:00,2.53,140,4.67,83.3,1012,86.2
10/18/2012,6:00,2.33,55,3.5,81.9,1011.4,86.2
10/18/2012,7:00,1.75,39,2.92,81.7,1011.3,86.2
10/18/2012,8:00,5.25,82,7.58,81.1,1010.8,86.2
10/18/2012,9:00,5.44,86,7,79.5,1011.2,86
10/18/2012,10:00,4.28,58,6.61,79.7,1011.8,86
10/18/2012,11:00,7.39,93,11.86,78.4,1012.3,85.8
10/18/2012,12:00,5.44,93,10.89,78.3,1012.6,85.8
10/18/2012,13:00,5.05,85,7.39,79.7,1012.4,85.6
10/18/2012,14:00,8.36,132,11.27,81.9,1013.4,85.6
10/18/2012,15:00,3.5,139,7.97,83.8,1012.9,85.6
10/18/2012,16:00,2.53,132,7,84,1012.5,85.6
10/18/2012,17:00,5.25,140,8.55,84,1011.7,85.8
10/18/2012,18:00,3.3,106,7.97,85.3,1011,86
10/18/2012,19:00,6.8,140,10.3,84.4,1010.6,86
10/18/2012,20:00,3.11,150,9.91,84.9,1010.5,86
10/18/2012,21:00,2.14,148,6.22,85.1,1011,86
10/18/2012,22:00,5.83,107,11.47,83.8,1011.2,86
10/18/2012,23:00,6.03,87,8.36,82.6,1011.7,86
10/19/2012,0:00,3.69,134,9.52,83.7,1012.2,86
10/19/2012,1:00,8.36,142,11.47,83.5,1012.5,86
10/19/2012,2:00,3.11,128,8.36,83.1,1013,85.8
10/19/2012,3:00,4.08,145,7.19,83.1,1012.5,85.8
10/19/2012,4:00,2.72,145,8.16,82.9,1012.5,85.8
10/19/2012,5:00,13.41,181,16.91,80.2,1012.4,85.5
10/19/2012,6:00,3.3,146,5.44,77.7,1011.4,85.3
10/19/2012,7:00,7.58,96,10.89,77.5,1010.9,85.1
10/19/2012,8:00,6.8,147,12.83,81,1010.9,85.1
10/19/2012,9:00,16.33,183,20.6,80.1,1011.1,85.1
10/19/2012,10:00,11.27,194,12.83,77.9,1011.8,84.7
10/19/2012,11:00,0.58,156,1.75,76.8,1012,84.7
10/19/2012,12:00,1.75,116,4.86,76.6,1012.4,84.6
10/19/2012,13:00,3.5,143,7.39,78.4,1012.8,84.6
10/19/2012,14:00,3.11,150,5.83,81,1012.9,84.4
10/19/2012,15:00,3.11,135,9.52,82.9,1012.6,84.4
10/19/2012,16:00,8.36,139,11.86,83.7,1012.1,84.2
10/19/2012,17:00,8.75,140,11.27,84,1011.2,84.2
10/19/2012,18:00,7,140,11.86,84.4,1010.5,84.4
10/19/2012,19:00,3.3,148,11.66,84.9,1010.1,84.4
10/19/2012,20:00,5.44,147,11.27,84.4,1010.4,84.4
10/19/2012,21:00,6.41,141,13.8,83.8,1010.7,84.4
10/19/2012,22:00,3.5,131,8.36,83.8,1010.8,84.4
10/19/2012,23:00,3.5,153,8.55,83.5,1011.5,84.4
10/20/2012,0:00,3.3,154,6.41,83.3,1011.9,84.4
10/20/2012,1:00,4.86,148,13.02,83.3,1012.6,84.4
10/20/2012,2:00,5.25,159,10.11,83.1,1012.9,84.4
10/20/2012,3:00,4.47,150,8.94,83.1,1012.7,84.4
10/20/2012,4:00,3.3,127,12.25,82.9,1012.7,84.4
10/20/2012,5:00,3.89,130,9.72,82.6,1012.2,84.2
10/20/2012,6:00,3.89,150,9.14,82.2,1011.3,84
10/20/2012,7:00,4.08,83,7.97,81.9,1010.7,84
10/20/2012,8:00,4.86,150,10.3,82.2,1010.4,83.8
10/20/2012,9:00,3.3,140,8.36,82.6,1010.7,83.8
10/20/2012,10:00,3.11,149,9.14,82.4,1011.3,83.8
10/20/2012,11:00,3.11,157,6.03,83.1,1012.1,83.8
10/20/2012,12:00,4.67,122,11.27,83.7,1012.8,83.7
10/20/2012,13:00,8.16,143,13.61,84.4,1013.3,83.7
10/20/2012,14:00,6.03,147,9.91,84.7,1013.4,83.8
10/20/2012,15:00,7,142,12.05,84.6,1013.1,83.8
10/20/2012,16:00,7.19,140,11.47,85.1,1012.3,84
10/20/2012,17:00,8.55,139,12.25,85.5,1011.6,84.2
10/20/2012,18:00,4.67,157,8.36,85.3,1011,84.7
10/20/2012,19:00,5.83,140,9.52,85.5,1010.7,84.9
10/20/2012,20:00,1.56,177,7.58,85.6,1010.6,84.9
10/20/2012,21:00,4.86,155,8.36,84.2,1010.7,85.1
10/20/2012,22:00,2.33,158,7.58,83.3,1011,84.9
10/20/2012,23:00,2.53,161,6.8,82.8,1011,84.9
10/21/2012,0:00,4.08,83,9.52,82.9,1011.5,85.1
10/21/2012,1:00,4.67,71,7.58,81.7,1012,85.1
10/21/2012,2:00,4.86,64,7.78,81.1,1011.6,84.9
10/21/2012,3:00,5.05,56,9.72,81.3,1011.5,84.7
10/21/2012,4:00,4.86,53,7.58,81.1,1011.3,84.7
10/21/2012,5:00,7,85,14.97,81.9,1010.6,84.7
10/21/2012,6:00,2.92,83,9.33,82.2,1010,84.7
10/21/2012,7:00,5.64,47,9.33,81.1,1009.8,84.7
10/21/2012,8:00,4.67,77,10.5,81.9,1009.5,84.6
10/21/2012,9:00,5.05,44,7.19,80.6,1010,84.4
10/21/2012,10:00,4.47,48,7.39,80.2,1010.5,84.4
10/21/2012,11:00,3.5,63,7.19,81.1,1010.9,84.2
10/21/2012,12:00,3.89,117,8.75,83.8,1011.8,84.2
10/21/2012,13:00,2.14,74,4.08,81.3,1012.5,84.2
10/21/2012,14:00,4.67,146,7.39,84.2,1012.6,84.4
10/21/2012,15:00,3.69,152,5.83,85.5,1012.1,84.4
10/21/2012,16:00,2.33,164,5.83,85.6,1011.3,84.4
10/21/2012,17:00,4.47,142,7,85.5,1010.6,84.7
10/21/2012,18:00,4.47,154,7.39,85.5,1009.8,84.9
10/21/2012,19:00,2.53,139,7,86.4,1009.4,85.3
10/21/2012,20:00,3.3,165,6.41,85.5,1009.4,85.1
10/21/2012,21:00,3.3,142,6.8,84.4,1009.8,85.3
10/21/2012,22:00,1.17,140,3.11,83.7,1009.8,85.3
10/21/2012,23:00,2.72,143,5.44,83.1,1010,85.3
10/22/2012,0:00,3.11,143,6.41,83.1,1010.4,85.3
10/22/2012,1:00,3.11,154,5.64,83.1,1010.9,85.3
10/22/2012,2:00,2.14,73,4.86,80.4,1010.9,85.3
10/22/2012,3:00,2.72,51,5.05,80.2,1010.8,85.1
10/22/2012,4:00,3.5,64,6.03,80.8,1010.1,84.9
10/22/2012,5:00,2.92,121,6.8,81.1,1009.5,84.9
10/22/2012,6:00,3.3,66,5.83,80.4,1008.8,84.7
10/22/2012,7:00,1.75,42,3.11,80.6,1008.5,84.7
10/22/2012,8:00,1.56,74,4.67,79.7,1008.5,84.7
10/22/2012,9:00,3.11,67,5.64,80.4,1008.8,84.7
10/22/2012,10:00,3.69,64,6.22,79.7,1008.9,84.7
10/22/2012,11:00,4.47,72,6.8,81,1010,84.6
10/22/2012,12:00,3.69,110,9.14,82.9,1010.3,84.6
10/22/2012,13:00,2.92,135,6.61,84.4,1010.9,84.6
10/22/2012,14:00,5.83,139,11.66,84.7,1011.5,84.7
10/22/2012,15:00,5.05,150,7.78,84.9,1011.4,84.9
10/22/2012,16:00,5.05,136,8.75,85.6,1010.7,84.9
10/22/2012,17:00,6.41,147,9.91,85.5,1009.9,85.1
10/22/2012,18:00,5.05,153,7.58,85.8,1009.2,85.3
10/22/2012,19:00,4.67,149,9.33,85.6,1008.7,85.5
10/22/2012,20:00,4.08,143,8.36,85.3,1008.9,85.6
10/22/2012,21:00,3.11,141,6.61,84.2,1009.3,85.6
10/22/2012,22:00,2.72,151,6.61,83.5,1009.6,85.5
10/22/2012,23:00,4.28,64,7.78,82.4,1010,85.1
10/23/2012,0:00,3.69,68,6.8,81.7,1010.5,85.1
10/23/2012,1:00,3.89,81,7,82,1010.9,85.1
10/23/2012,2:00,2.14,110,6.41,82.9,1010.9,85.1
10/23/2012,3:00,2.92,56,6.61,81,1010.9,84.9
10/23/2012,4:00,2.14,91,5.64,82.2,1010.2,84.9
10/23/2012,5:00,4.28,52,7.97,81.1,1009.7,84.9
10/23/2012,6:00,2.53,98,5.83,81.9,1009,84.9
10/23/2012,7:00,5.44,63,8.36,80.8,1008.4,84.9
10/23/2012,8:00,4.28,89,9.91,82,1008.3,84.7
10/23/2012,9:00,2.53,126,7,82,1008.4,84.7
10/23/2012,10:00,5.44,88,11.08,81.9,1008.8,84.7
10/23/2012,11:00,3.89,54,7.78,81.7,1009.2,84.7
10/23/2012,12:00,7.58,90,12.83,83.1,1010.1,84.7
10/23/2012,13:00,8.94,91,15.16,84,1010.5,84.6
10/23/2012,15:00,3.89,128,10.69,85.1,1010.5,84.6
10/23/2012,16:00,5.83,132,11.47,84.7,1009.8,84.7
10/23/2012,17:00,4.67,142,10.3,85.5,1008.9,84.7
10/23/2012,18:00,1.94,181,10.3,86,1008.4,84.9
10/23/2012,19:00,4.47,150,9.52,85.6,1008.1,84.7
10/23/2012,20:00,4.67,135,9.33,85.3,1008.6,84.9
10/23/2012,21:00,3.69,126,10.5,84.7,1009.2,84.9
10/23/2012,22:00,6.8,112,11.66,83.3,1009.6,84.9
10/23/2012,23:00,7.39,105,10.89,82.9,1010.2,84.9
10/24/2012,0:00,5.05,69,7.78,81.9,1010.9,84.9
10/24/2012,1:00,4.67,108,11.08,82.8,1011.4,84.7
10/24/2012,2:00,7,113,12.25,82.8,1011.4,84.7
10/24/2012,3:00,6.03,113,12.44,82.8,1011.3,84.7
10/24/2012,4:00,6.03,97,11.47,82.4,1010.9,84.7
10/24/2012,5:00,3.69,133,8.55,82.4,1010.7,84.7
10/24/2012,6:00,4.86,151,10.5,82.6,1009.9,84.6
10/24/2012,7:00,5.25,84,8.55,81,1009.6,84.6
10/24/2012,8:00,5.05,139,11.47,82.2,1009,84.6
10/24/2012,9:00,4.67,134,11.47,82.2,1009.1,84.6
10/24/2012,10:00,4.28,149,9.72,82.4,1009.8,84.4
10/24/2012,11:00,5.05,142,9.91,82.6,1010.7,84.4
10/24/2012,12:00,4.08,149,7.78,83.5,1011.1,84.4
10/24/2012,13:00,5.44,143,11.47,84.4,1011.5,84.2
10/24/2012,14:00,4.86,148,8.75,85.1,1011.6,84.2
10/24/2012,15:00,7.19,145,11.47,84.2,1011.5,84.2
10/24/2012,16:00,6.61,142,10.5,85.3,1010.7,84.2
10/24/2012,17:00,7.19,149,10.69,85.5,1010,84.4
10/24/2012,18:00,7,145,12.05,85.3,1009.2,84.6
10/24/2012,19:00,6.22,144,10.5,84.9,1009.1,84.6
10/24/2012,20:00,6.03,155,9.14,84.2,1009.5,84.7
10/24/2012,21:00,7,161,9.14,83.8,1009.8,84.7
10/24/2012,22:00,5.25,152,7.19,83.5,1010.2,84.7
10/24/2012,23:00,6.03,150,9.72,83.3,1010.5,84.7
10/25/2012,0:00,5.83,154,10.5,83.3,1010.9,84.6
10/25/2012,1:00,6.41,155,9.91,83.1,1011.3,84.6
10/25/2012,2:00,6.61,149,11.08,83.1,1011.5,84.6
10/25/2012,3:00,6.61,149,10.3,82.9,1011.4,84.4
10/25/2012,4:00,7.19,142,11.47,82.9,1011.2,84.4
10/25/2012,5:00,5.25,151,9.91,83.1,1010.8,84.4
10/25/2012,6:00,7.78,151,11.27,83.1,1010.1,84.4
10/25/2012,7:00,8.55,159,14.19,82.9,1009.6,84.2
10/25/2012,8:00,7.39,152,14.19,82.9,1009.1,84.2
10/25/2012,9:00,8.16,159,12.63,83.1,1009.1,84.2
10/25/2012,10:00,8.36,149,14.58,82.6,1009.1,84
10/25/2012,11:00,8.94,139,14.58,82.8,1009.7,83.8
10/25/2012,12:00,6.8,145,14,83.7,1010.3,83.8
10/25/2012,13:00,7.58,149,14.97,84.2,1011.4,83.7
10/25/2012,14:00,7,148,12.83,84.7,1011.9,83.7
10/25/2012,15:00,7,152,12.25,85.1,1011.3,83.8
10/25/2012,16:00,8.16,148,11.47,85.3,1010.4,84
10/25/2012,17:00,10.3,151,16.52,85.5,1009.8,84.2
10/25/2012,18:00,8.55,154,14.77,85.5,1009.9,84.2
10/25/2012,19:00,9.52,162,12.83,84.7,1010.7,84.4
10/25/2012,20:00,9.33,159,12.83,84.2,1010.6,84.4
10/25/2012,21:00,7.58,160,11.47,84,1010.3,84.6
10/25/2012,22:00,7.97,153,11.66,83.7,1010,84.7
10/25/2012,23:00,7.58,153,11.66,83.7,1010.1,84.7
10/26/2012,0:00,7.97,163,10.89,83.5,1010.9,84.6
10/26/2012,1:00,7,162,9.91,83.5,1011.6,84.6
10/26/2012,2:00,9.52,163,13.61,83.7,1011.8,84.6
10/26/2012,3:00,8.55,158,13.8,83.5,1011.6,84.4
10/26/2012,4:00,8.16,155,12.05,83.3,1011,84.4
10/26/2012,5:00,8.55,161,13.02,83.3,1010.4,84.4
10/26/2012,6:00,7,157,10.69,83.5,1009.6,84.2
10/26/2012,7:00,8.75,161,13.41,83.1,1008.9,84
10/26/2012,8:00,9.33,153,13.22,83.3,1009,83.8
10/26/2012,9:00,10.89,160,14.38,83.3,1009.1,83.8
10/26/2012,10:00,9.33,164,13.61,83.7,1009.9,83.7
10/26/2012,11:00,7.78,165,11.27,83.8,1010.2,83.7
10/26/2012,12:00,9.52,158,13.22,84.4,1010.6,83.7
10/26/2012,13:00,10.3,159,14.38,84.4,1011.1,83.7
10/26/2012,14:00,10.3,160,13.22,84.6,1011.3,83.7
10/26/2012,15:00,10.3,162,14.38,84.9,1011.1,83.7
10/26/2012,16:00,11.08,161,14.38,84.9,1010.5,83.8
10/26/2012,17:00,10.5,166,14.77,85.6,1009.9,83.8
10/26/2012,18:00,10.5,163,14.38,85.6,1009.5,84
10/26/2012,19:00,10.69,179,13.61,84.9,1009.2,84.2
10/26/2012,20:00,12.25,182,14.19,84,1009.1,84.4
10/26/2012,21:00,10.69,186,12.25,84.2,1009.7,84.6
10/26/2012,22:00,11.08,185,12.44,84.2,1010.2,84.4
10/26/2012,23:00,8.16,170,11.27,83.8,1010,84.6
10/27/2012,0:00,11.47,186,12.83,84.2,1010.7,84.6
10/27/2012,1:00,9.91,179,12.83,83.8,1010.6,84.6
10/27/2012,2:00,11.66,179,14,83.8,1010.8,84.6
10/27/2012,3:00,11.08,181,13.8,84,1011.1,84.4
10/27/2012,4:00,12.63,187,14.58,83.8,1010.8,84.2
10/27/2012,5:00,12.63,186,14,83.5,1010.3,84.2
10/27/2012,6:00,11.66,196,13.61,83.5,1009.9,84.2
10/27/2012,7:00,10.5,193,12.44,83.5,1009.4,84
10/27/2012,8:00,9.91,199,11.86,83.3,1008.7,84
10/27/2012,9:00,11.47,202,13.02,83.1,1008.2,84
10/27/2012,10:00,12.05,194,15.36,83.5,1008.5,83.8
10/27/2012,11:00,11.47,190,13.8,83.7,1009.1,83.7
10/27/2012,12:00,12.83,189,14,83.7,1009.7,83.7
10/27/2012,13:00,11.66,198,13.61,83.8,1010.2,83.7
10/27/2012,14:00,11.08,209,13.61,84,1010.7,83.7
10/27/2012,15:00,11.86,207,14.58,84.2,1010.4,83.8
10/27/2012,16:00,11.66,206,13.22,84.2,1009.7,84.2
10/27/2012,17:00,12.44,213,14.19,84,1009,84
10/27/2012,18:00,13.02,210,15.36,84.2,1008.5,84.6
10/27/2012,19:00,10.5,217,14.38,84.6,1008.3,84.7
10/27/2012,20:00,12.63,217,14.38,84.4,1008.2,84.9
10/27/2012,21:00,10.89,219,13.61,84.6,1008.4,85.3
10/27/2012,22:00,9.72,219,10.69,84.2,1008.6,85.3
10/27/2012,23:00,10.89,227,12.44,84,1009.1,85.3
10/28/2012,0:00,9.72,232,11.47,84.2,1009.9,85.3
10/28/2012,1:00,9.14,221,10.3,84,1010.1,85.5
10/28/2012,2:00,10.3,217,12.05,84,1010.1,85.3
10/28/2012,3:00,13.41,212,15.16,83.8,1010.1,85.3
10/28/2012,4:00,12.05,228,13.41,83.8,1010,85.3
10/28/2012,5:00,11.27,224,13.02,83.7,1009.5,85.1
10/28/2012,6:00,10.5,216,12.25,83.7,1008.8,84.9
10/28/2012,7:00,10.11,228,11.47,83.7,1008.5,84.9
10/28/2012,8:00,11.66,228,13.41,83.3,1008.5,84.7
10/28/2012,9:00,10.3,224,11.66,83.3,1008.6,84.7
10/28/2012,10:00,10.69,230,12.63,83.5,1009.4,84.6
10/28/2012,11:00,9.52,226,11.27,83.7,1009.8,84.6
10/28/2012,12:00,10.5,219,12.25,83.7,1010.1,84.4
10/28/2012,13:00,10.5,218,12.44,83.8,1010.5,84.4
10/28/2012,14:00,10.11,230,11.27,84,1010.6,84.6
10/28/2012,15:00,11.27,232,12.63,84,1010.3,84.6
10/28/2012,16:00,11.66,228,13.8,84.2,1009.8,84.7
10/28/2012,17:00,10.89,228,12.63,84.6,1009,85.3
10/28/2012,18:00,12.05,234,14.97,84.6,1008.6,85.5
10/28/2012,19:00,13.41,230,14.97,84.4,1008.3,85.8
10/28/2012,20:00,11.86,238,14.58,84.7,1008.6,85.8
10/28/2012,21:00,9.14,218,13.22,84.7,1008.7,85.6
10/28/2012,22:00,10.89,241,12.44,84.2,1008.9,85.8
10/28/2012,23:00,10.3,233,11.27,84,1009.1,85.8
10/29/2012,0:00,8.94,239,9.72,84,1009.8,86
10/29/2012,1:00,9.14,229,10.89,84,1010.1,85.8
10/29/2012,2:00,10.11,228,11.08,83.8,1010.3,85.8
10/29/2012,3:00,9.33,234,11.08,83.8,1010.6,85.8
10/29/2012,4:00,8.94,225,10.5,83.8,1010.5,85.8
10/29/2012,5:00,7.19,232,8.36,83.5,1010,85.8
10/29/2012,6:00,7.39,240,9.33,83.5,1009.7,85.8
10/29/2012,7:00,7.19,227,8.55,83.3,1009.6,85.6
10/29/2012,8:00,7.78,228,9.72,83.1,1009.5,85.5
10/29/2012,9:00,7.58,229,8.36,83.1,1009.9,85.5
10/29/2012,10:00,7.19,235,8.36,83.1,1010.2,85.1
10/29/2012,11:00,7.97,226,8.94,83.5,1010.9,85.1
10/29/2012,12:00,8.36,217,9.91,83.7,1011.4,85.1
10/29/2012,13:00,8.16,224,9.33,83.8,1012.3,85.1
10/29/2012,14:00,7.78,224,9.33,84,1012.6,85.1
10/29/2012,15:00,7.58,225,8.55,84,1012.5,85.1
10/29/2012,16:00,8.16,218,8.94,84.2,1011.9,85.5
10/29/2012,17:00,8.75,218,9.91,84.2,1011.3,85.5
10/29/2012,18:00,7.58,218,8.75,84.4,1010.8,85.6
10/29/2012,19:00,6.8,224,7.78,84.6,1010.3,85.8
10/29/2012,20:00,3.3,192,6.41,85.3,1010.4,86.2
10/29/2012,21:00,6.41,220,7.78,84.6,1010.4,85.8
10/29/2012,22:00,5.83,228,6.61,84.2,1010.5,86.2
10/29/2012,23:00,5.83,196,8.75,84.2,1010.9,86.4
10/30/2012,0:00,3.5,170,5.05,84,1011.6,86.2
10/30/2012,1:00,4.08,162,5.83,84,1011.9,86
10/30/2012,2:00,5.83,168,7.58,84,1012.3,85.8
10/30/2012,3:00,6.22,179,7.78,84,1012.7,86
10/30/2012,4:00,7,161,9.14,83.8,1012.5,85.8
10/30/2012,5:00,6.61,175,9.14,83.7,1012.1,85.8
10/30/2012,6:00,5.64,173,7.58,83.3,1011.6,85.6
10/30/2012,7:00,7.58,177,9.33,83.3,1011.5,85.8
10/30/2012,8:00,6.41,175,8.55,83.3,1011.7,85.8
10/30/2012,9:00,6.41,161,8.75,83.1,1012,85.6
10/30/2012,10:00,6.22,163,7.97,83.1,1012.5,85.6
10/30/2012,11:00,5.64,164,8.94,83.5,1013.4,85.5
10/30/2012,12:00,6.8,163,9.91,84.2,1013.9,85.3
10/30/2012,13:00,4.67,160,7,85.3,1014.6,85.3
10/30/2012,14:00,6.22,163,8.94,85.5,1015,85.3
10/30/2012,15:00,4.67,167,6.8,85.6,1014.6,85.3
10/30/2012,16:00,4.86,164,7.19,85.8,1014.2,85.3
10/30/2012,17:00,5.64,162,7.39,86,1013.5,85.6
10/30/2012,18:00,5.83,169,8.75,86,1013,85.8
10/30/2012,19:00,4.86,168,7,86.2,1012.7,85.8
10/30/2012,20:00,3.11,161,5.44,85.6,1012.7,86.2
10/30/2012,21:00,3.3,154,6.03,85.1,1013.2,86.2
10/30/2012,22:00,3.3,149,5.64,84.4,1013.3,86.2
10/30/2012,23:00,4.08,155,6.03,84,1013.4,86
10/31/2012,0:00,3.89,159,6.61,84,1014.2,85.8
10/31/2012,1:00,2.33,158,4.28,83.7,1014.4,85.8
10/31/2012,2:00,1.56,78,3.5,82.9,1015,85.8
10/31/2012,3:00,2.14,57,4.08,82.4,1014.9,85.8
10/31/2012,4:00,1.75,46,3.3,82,1014.4,85.6
10/31/2012,5:00,2.92,56,6.22,82.2,1014.1,85.6
10/31/2012,6:00,3.3,58,5.83,82,1013,85.6
10/31/2012,7:00,2.33,40,4.28,81.3,1012.9,85.6
10/31/2012,8:00,1.56,33,2.14,81.3,1012.6,85.6
10/31/2012,9:00,2.33,38,3.11,81,1013,85.5
10/31/2012,10:00,2.14,44,4.28,81.3,1013.3,85.5
10/31/2012,11:00,2.33,87,4.67,82.2,1014,85.3
10/31/2012,12:00,3.5,140,5.64,84.4,1014.4,85.3
10/31/2012,13:00,1.17,109,6.03,86.5,1015,85.5
10/31/2012,14:00,1.94,141,7.58,86.9,1015.5,85.5
10/31/2012,15:00,5.05,146,7.97,86.4,1015.1,85.6
10/31/2012,16:00,6.03,142,10.5,86.5,1014,85.6
10/31/2012,17:00,6.22,149,10.11,86.5,1013,85.8
10/31/2012,18:00,4.67,152,8.36,87.1,1012.1,86
10/31/2012,19:00,2.33,163,5.83,87.3,1012.1,86.2
10/31/2012,20:00,3.11,155,6.03,86.5,1012,86.4
10/31/2012,21:00,5.64,46,8.75,85.5,1012.9,86.5
10/31/2012,22:00,3.69,61,6.22,84.2,1013.4,86.4
10/31/2012,23:00,4.86,62,8.16,83.5,1013.4,86
